description,key_skills
"Яндекс.Диск — это самый популярный в России персональный облачный сервис. Бекенд Яндекс.Диска — сложная распределенная система, состоящая из множества компонентов, которая обслуживает десятки тысяч клиентских запросов в секунду. Базы данных Диска выполняют сотни тысяч запросов в секунду и хранят десятки миллиардов объектов. Инфраструктура Яндекс.Диска распределена между несколькими дата-центрами компании и обеспечивает надежную и быструю работу сервиса для десятков миллионов пользователей. Для поддержки этой инфраструктуры и развития сервиса мы ищем в нашу команду разработчика, разбирающегося в администрировании, или администратора, разбирающегося в программировании. В нашей команде вы будете участвовать в построении архитектуры, эксплуатации и разработке бекенда Яндекс.Диска, решать множество сложных и нестандартных задач, связанных с производительностью, надежностью и масштабируемостью сервиса, работать над новой функциональностью сервиса, развивать уже существующую (на Python или Java) и заниматься автоматизацией инфраструктуры. Нам очень важно, чтобы каждый член нашей команды ответственно подходил как к разработке, так и к администрированию. Мы ждем, что вы:  имеете опыт развертывания и администрирования клиент-серверных сервисов (серверы приложений, базы данных, почтовые серверы, очереди задач и т. п.); знаете базовые алгоритмы и структуры данных; имеете опыт разработки на Python, Java или другом языке высокого уровня; хотите строить нагруженные системы и понимаете, как это делать; умеете работать в команде и находить общий язык с коллегами.  Будет плюсом, если вы:  имеете опыт администрирования больших кластеров баз данных MongoDB и PostgreSQL; имеете опыт работы с системами управления конфигурациями; понимаете контейнеризацию и виртуализацию. ",Python;PostgreSQL;MongoDB;Java;Git;Docker;Linux;DevOps;SRE
"Обязанности:  Развитие и сопровождение IT-инфраструктуры университета, обеспечение бесперебойной работы серверов и сервисов (хостинг сайтов, DNS зон, разворачивание VipNet сетей, настройка банк клиентов, Active Directory). Обеспечение взаимодействия между подразделениями. Сопровождение работы СХД, системы виртуализации и других сервисов) Предоставление отчетности в надзорные и статистические органы. Работа в системе Moodle (на уровне администратора) Курирование вопросов по сопровождение 1C Предприятие 8.3 Постановка целей и планирование шагов по их достижению, мотивирование сотрудников Подготовка ТЗ для аукционов 44-ФЗ и 223-ФЗ Заключение договоров с подрядчиками распределение задач, контроль сроков и качества выполнения, обработка предложений пользователей о модернизаций систем цифровизация АСУТП  Требования:  высшее техническое образование в направлении ИТ опыт работы от трех лет в схожей области знания сетевой инфраструктуры (IBM, HP, Cisco, Linksys) сопровождение Active Directory MsSQL, Postgresql Access, PowerPoint развитое аналитическое мышление понимание процессов хостинга и сопровождение, DNS, DHCP и VipNet работа с терминальными серверами хорошие знание серверных ОС Windows/Unix аккуратность, внимательность мультизадачность, коммуникабельность  Условия:  официальное трудоустройство + соц. пакет 8 часовой рабочий день, 5ти дневка работа в центре ",Настройка DNS;Настройка серверов;MS PowerPoint;Аналитическое мышление;Умение работать в режиме многозадачности;Active Directory;Заключение договоров;Microsoft;Навыки делового общения;OpenOffice;Системный администратор;УЦ VipNet;Access;Исполнение личных поручений руководителя;Материальная ответственность;Гибкость мышления;Организация рабочего процесса
"Мы – команда Технологий. Мы отвечаем за игровой движок, серверный код и внутреннюю инфраструктурную платформу (AWS, CI/CD, Automation, Production). В нашей команде больше 100 человек – в основном это Senior-специалисты различных профилей (С++, JS, Python, DevOps). Мы продолжаем расти и ищем опытного Director of Engineering с сильным техническим бэкграундом (DevOps, Python Development) для управления несколькими инфраструктурными командами. Задачи   руководство распределенными командами сильных технических специалистов;   контроль за планированием и ходом работ, обеспечение качественной реализации планов;   настройка и развитие процессов обслуживания, администрирования и управления;   найм, обучение, развитие тимлидов направлений, их мотивация и объединение для достижения результатов.   Наши ценности Наша цель: команды разработки должны иметь возможность сконцентрироваться на играх. Обо всем остальном позаботимся мы:   делаем собственный движок, который помогает разрабатывать лучшие казуальные игры на мобильном рынке;   предоставляем удобную, масштабируемую и отказоустойчивую платформу.   Мы ожидаем   опыт работы в крупных инфраструктурных командах на позициях IT Director/ CIO/CTO от 2-х лет;   опыт управления распределенной командой (25+ человек);   глубокое понимание подходов в управлении IT инфраструктурой;   умение развивать, мотивировать, нанимать тимлидов;   сильный технический бэкграунд (системное администрирование, облачные технологии, разработка приложений).   Будет плюсом   опыт клиентской или серверной разработки (мобильные/десктопные приложения, highload серверный код);   опыт работы DevOps-ом.  ",Python;AWS;Управление командой;CI/CD;Project management;Engineering;DevOps;ITIL
"Пожалуйста, сначала прочитайте описание вакансии полностью. Ищем программиста на постоянную работу в команде. Для разработки сайтов с 0 и поддержания работы сайтов на Bitrix/WordPress для существующих клиентов/ внесение доработок/ верстка и backend новых сайтов. Сейчас мы отдельно развиваем направление разработки сайтов на Bitrix,html и WordPress, нагрузка растёт и в связи с этим мы ищем нового человека в нашу команду. Что включает в себя наше предложение:  поддержка существующих сайтов, внесение правок или доработок на CMS Bitrix; разработка новых сайтов и модулей; работа с тим-лидом и специалистом по SEO;  Требования:    навыки работы с HTML, CSS, JavaScript Навыки интеграции со сторонними сервисами через api Опыт работы с CMS Bitrix - обязательно, без опыта с Bitrix, кандидатов на данную вакансию мы не рассматриваем. разработка на WordPress, ModX и html - желательно или готовность изучить со временем; Знание работы dns-серверов, устройства сетей и интернета; Ответственность и самоорганизованность; Терпение к чужому коду и возможным уточняющим вопросам от тим-лида:);  Условия:  5/2 в офисе или по желанию 1/2 дня в офисе - остальные дни удаленно; Рабочий день с 9:00 - 18:00 или с 10:00 - 19:00 по желанию; Быть на связи в рабочее время если работаете из дома, вести работу по системе Канбан в Trello; В первые 2 месяца зарплата 45000Р с 3-го месяца с ростом нагрузки увеличиваем согласно количеству проектов в работе, за полгода успешной работы можно вырасти до 100000Р/месяц Первые 2 месяца работа по договору через самозанятость, с 3-го месяца официальное трудоустройство по желанию. Выплаты официальные.  Если вас заинтересовала вакансия: 1. откликайтесь вместе с заполненным резюме; 2. после изучения вашего резюме, если мы с вами подходим другу другу мы с вами свяжемся и пригласим на видео-звонок для проведения собеседования; 3. по результатам собеседования пригласим на работу над первой задачей.",HTML;HTML-верстка;CMS Bitrix;1С-Битрикс;Bitrix;Стремление к профессиональному росту;Ответственность и пунктуальность;Веб-программирование
"Наша команда каждый день работает над повышением качества связи, обеспечивая бесперебойность сервиса для клиента. Мы – это уверенность, надежность, профессионализм и внимание к деталям. Если ты готов решать сложные и масштабные задачи в команде экспертов – мы ждем твое резюме!И сейчас у тебя есть возможность присоединиться к лучшей команде в качестве Системного аналитика. Итак, тебе предстоит:  Описывать требования и сценарии для веб-приложений; Проектировать REST API и описывать логику обработки запросов; Помогать тестировщикам в анализе нестандартных дефектов; Работа над архитектурой проекта; Взаимодействовать с разработчиками, продукт-менеджерами, тестировщиками и дизайнерами.  Ключевой проект: платформа Beeline Partner. Мы будем рады рассмотреть твою кандидатуру, если у тебя есть:  Знание и навыки работы с клиентами REST API/SOAP; понимание принципов работы FrontEnd части с Backend; навыки постановки ТЗ для внешних/внутренних интеграций; умение работать с консолью браузера для анализа запросов/ответов; практика ведения документации по поставленным задачам (описание методов/пользовательских кейсов); умение работать в команде; готовность к интересным/сложным задачам.   ",REST;SOAP;Деловая этика;Умение принимать решения;REST API;API;Backend;Работа с ключевыми клиентами;Составление ТЗ
"Ищем Старшего специалиста Отдела сопровождения! R-Style Softlab создает банковские ИТ продукты, которые улучшают и облегчают жизнь миллионов людей. Наши системы автоматизации успешно работают в крупнейших банках России и СНГ. Мы наращиваем портфель заказов и поэтому расширяем наши проектные команды! У нас Старшему специалисту предстоит:  Сопровождать хранилища данных; Настраивать бизнес-приложения; Консультировать и обучать пользователей; Разрабатывать проектную и пользовательскую документацию.  Какого Старшего специалиста мы особенно ждем:  С высшим образованием техническим или экономическим; С опытом работы в сфере разработки/внедрения/сопровождения ПО; Со знанием теории БД, практическим опытом работы с БД, знанием SQL на уровне написания запросов, понимания кода; С навыками общения с пользователями, обучения; С навыками в разработке форм ОЦБ; С практическими знаниями СУБД Oracle, MS SQL Server; Ответственного, с хорошей обучаемостью.  Что ждет Старшего специалиста в R-Style Softlab: Компания имеет госаккредитацию в реестре российских ИТ-компаний (рег. № 124), поэтому сотрудники пользуются льготами:  отсрочка от призыва на военную службу для военнообязанных (вплоть до возраста 27 лет, после которого уже не призовут (касается не всех подряд, работающих в ИТ компаниях, а только тех, у кого соответствующая специальность из определенного списка); государственная поддержка в улучшении жилищных условий.  Еще наши преимущества:  Достойная заработная плата: оклад и премии по результатам работы; Надежная стабильная компания, финалист рейтинга работодателей по версии HH.ru; Оформляем и платим, разумеется, полностью официально; У нас есть возможность работать как дистанционно, так и в офисе; Гибкий график; Есть медицинская страховка; Свой внутренний Учебный центр! Стимулируем и поддерживаем профразвитие сотрудников; Корпоративные скидки на обучение английскому языку в одной из ведущих российских онлайн-школ. ",Разработчик;Внедрение ПО;Сопровождение ПО;DWH;Хранилища данных;ORACLE;Oracle Pl/SQL;PL/SQL;SQL;Банковская отчётность
"e2e4 — это магазин компьютерной и цифровой техники, где продают не просто товары, а решения, объясняют на понятном языке и достанут то, что другие не смогут. 30 городов присутствия, десятки тысяч заказов в месяц, сотни тысяч товаров в каталоге. Что нужно делать:   первая линия поддержки пользователей - отсюда гибкий график работы;   Поддержка и модернизация ИТ-инфраструктуры, обеспечение ее бесперебойной работы;   Регулярная работа с Helpdesk;   Иногда – монтаж ЛВС:);   Что нужно знать   Знание и понимание модели OSI;   Знание Windows, Windows Server и начальные знания Unix OC;   Иметь навыки работы с ККТ.   Что добавит вам популярности и востребованности:   опыт работы с Git;   опыт работы с Ansible;   общее представление о продуктах Atlassian (JIRA, Confluence, Bitbucket);   общее представление о системе oVirt;   опыт эксплуатации и монтажа локальных вычислительных сетей и систем видеонаблюдения.   От нас:   Официальное трудоустройство согласно ТК РФ;   Конкурентная заработная плата;   График работы: 4/2 утренняя смена (7-16) или вечерняя смена (14-23), выходные и праздники удаленно.;   Офис в тихом центре;   Приятные цены на покупку техники для сотрудников.     После прохождения вступительного испытания, мы принимаем решение о встрече в офисе.    ",Helpdesk;Администрирование серверов Windows;Ремонт ПК;Linux;Администрирование сетевого оборудования;Настройка сетевых подключений;Администрирование серверов Linux;MS SQL;Сборка ПК;Настройка ПО;Настройка серверов;MS Outlook;Настройка почтовых серверов;Windows Server
"Компания Qvant в поисках middle ux/ui дизайнера. Что входит в задачи:  Реализация проектов со старта до финальной стадии. Проектирование интерфейсов (в том числе их анимации). Создание и поддержание дизайн-системы. Авторский надзор за вёрсткой во front-end. Поддержка и улучшение интерфейсов/пользовательского опыта существующих веб-сервисов. Совмещение творческой проектной работы с долгосрочной работой над макетами крупных сайтов/мобильных приложений. Прямое взаимодействие с командой (разработчиками, менеджерами, копирайтером и др.).  Что для нас важно:  Опыт работы с коммерческими проектами. Владение Figma и Tilda. Опыт проектирования пользовательских интерфейсов. Понимание принципов верстки адаптивного дизайна. Знание современных тенденций дизайна и frontend-технологий. Опыт работы с прототипами. Готовность конструктивно отстаивать свои решения. Если вам важен быстрый ответ, прикрепите ссылку на портфолио к резюме :)   Что будет плюсом:  Реальные кейсы в портфолио. Навыки графического дизайна. Владение Principle или After Еffects. Интерфейсные иллюстрации и иконки. Основы копирайтинга.  Что предлагаем:  Современный офис в 10 минутах от станции м. Киевская, можно работать полностью удаленно или гибридно. Оформление по ТК РФ: белая заработная плата, отпуска, больничные. Расширенный ДМС со стоматологией после испытательного срока. Оплата профильного обучения. Разнообразие проектов в сфере adtech и martech. ",Figma;Adobe Photoshop;JavaScript;Tilda;Дизайн интерфейсов;Principle;Adobe After Effect;UI/UX;Анимация;UI/UX дизайнер;Проектирование пользовательских интерфейсов
"«НЭФИС-БИОПРОДУКТ» — одна из крупнейших в России FMCG компаний, включающая в себя два завода по производству майонезов, кетчупов, соусов, растительных масел, варенья и джемов под известнейшими брендами «Mr.Ricco», «Миладора», «Ласка» и др. Входит в группу компаний «НЭФИС». Наш центральный офис и производственный комплекс расположены в г. Казань. Наши задачи:  Сбор, систематизация, обработка и анализ информации; Обработка аналитических отчетов; Работа со сводными таблицами; Взаимодействие с подразделениями и регионами; Ведение деловой переписки.  Нам важно:  Знание ПК на уровне продвинутого пользователя. Отличное знание пакета прикладных офисных программ (формирование аналитических таблиц, с использованием формул, графиков, диаграмм, базовые знания SQL (желательно)). Быстрая обучаемость, аналитический склад ума, умение самостоятельно принимать решения.  Мы предлагаем:  Карьера в одной из крупнейших производственных компаний России. Безграничные возможности профессионального роста. Оформление согласно ТК РФ, официальная заработная плата, надежный социальный пакет. Ставка декретная; График работы 5/2, 8:30-17:30.  В «НЭФИС-БИОПРОДУКТ» тебя ждут:  Работа с широко известными брендами: «Mr.Ricco», «Миладора», «Ласка» и др. Амбициозный коллектив и интересные задачи. Прозрачная система мотивации, позволяющая абсолютно каждому сотруднику в полной мере реализовать свои способности. Корпоративная программа адаптации и знакомство с возможностями компании. Подарки для сотрудников. ",Умение работать в команде;Работа с большим объемом информации;Статистический анализ;Аналитическое мышление;Грамотность;Математический анализ;Анализ данных;Подготовка отчетов;Сбор и анализ информации;MS Excel;Сводные таблицы;Знание офисных программ
"Фотографу нужен дизайнер-верстальщик-ретушерОбязанности: Выпуск фотопродукция. Вёрстка, ретушь, печать, ламинирование. Не сложно\обучим с нуля.Требования: Особых требований нет. ДОЧИТАТЬ-РАЗОБРАТЬСЯ. Хорошо говорить по-русски. При необходимости обучим делу по ходу работы, даже из других профессий или регионов.Опыт работы в графических программах большой плюс (CorelDRAW или других). Не главное\обучим с нуля.Условия: Удаленной работы нет (оплата по отпечатанной продукции)Оплата по четвергам: (оклад за неделю 5 тр - 15 тр**) + (% за месяц) + (% за год) Надёжный профи ~ 15-30 тр в неделю.** Оклад растёт на 2000 руб за каждую отработанную неделю.Работа вахтами - неделя (50 часов работа) + ( для проживания комната на 2 - 3 человека на время работы ). Без тяжестей и фанатизма. Всё решается индивидуально, отбор на вакансию по подробным анкетам с фото. Ценность для команды - простые человеческие качества: надёжность,открытость, спокойность, целеустремленность, остальное не сложно, научим. ПРЕДВАРИТЕЛЬНОЕ СОБЕСЕДОВАНИЕ ПО telegram или WhatsApp. Вам ответят на любой вопрос.Вахта возможно год: 1500 рабочих часов + (комната 1-3) + ( (оклад 400.000 руб) + годовая премия % за год (~ 250-500тр) отпуск 2 недели новый год + 6 недель летом.Если всё же дочитали, разобрались и вам подходит, укажите пароль (&quot; для Марины 29. Удалённой работы НЕТ!&quot; + уточнив хочу неделю или хочу год). Остальное в корзину, в отказ (в конкуренции с легкомысленным отношением одно разорение. ДОЧИТАЙТЕ-РАЗБЕРИТЕСЬ. Вакансия узкопрофильная, доходная, перспективная 3-4 года и своё жильё. Работа только вахтами : днём фотограф отснял , к утру всё готово и отпечатано.Объявление актуально пока видите на hh.  ",Умение принимать решения;Ретушь;Работа в команде;Фотография;CorelDRAW;Спокойствие;Набор текста;Пользователь ПК;Обработка фото
"Pedant.ru - сеть №1 по ремонту смартфонов в России. К 2021 году мы выросли в крупнейшую федеральную сеть, став лидером на рынке качественного ремонта смартфонов. Мы присутствуем в 122 городах России, у нас открыто более 447 сервисных центров и мы продолжаем расти.  В связи с расширением, в нашей компании в нашу дружную команду ищем нового специалиста “Старший продакт-менеджер”, если у тебя есть опыт работы более 2 лет в области продакк-менеджмента или на схожих должностях, ты готов развиваться, решать интересные и сложные задачи, открыть в себе новый потенциал, отправляй отклик, мы ждем именно тебя! Обязанности:   Выполнение плановых показателей по вверенным продуктам и брендам;   Определения вектора и механизмов развития брендов и продуктов;   Формирование полноценной продуктовой линейки согласно интересам компании и требованиям рынка;   Доскональное знание и непрерывное изучение продуктов компании, особенностей их применения, конкурентных преимуществ;   Реализация знаний путем обучения сотрудников компании и решения задач клиентов.   Выстраивание системы ценовой и ассортиментной политики.   Составление товарной матрицы и ее наполнение (подбор конкретных трафикообразующих и маржинальных позиций).   Контроль закупочных цен и установка розничной цены.   Контроль за вводом и выводом товара на основании аналитики продаж.   Мониторинг и аналитика конкурентов, отстройка от конкурентов.   Разработка принципов продвижения товара, изучение потребности покупателей, акций и др   Требования:   Опыт работы категорийным, продакт менеджером;   Опыт в сфере продакт-менеджмента от трех лет;   Опыт маркетинга и вывод продукта на рынок или успешные кейсы развития существующего;   Метрики и аналитика данных о пользователях;   Методологии и процессы проектного менеджмента;   Условия:   Стабильная работа в крупной федеральной компании;   Оформление по ТК РФ, «белая» заработная плата оклад + % KPI;   Сильная команда, современный и уютный офис (ул. Худайбердина 150А);  ",Мониторинг цен;Развитие продаж;Управление продуктом;Развитие бренда;Мониторинг рынка;продакт-менеджмент;Вывод продукта на рынок;Опыт успешных продаж;Анализ торговой марки;Разработка нового продукта;Запуск новых продуктов;Оценка потребностей клиентов;Анализ ассортиментной линейки;Product Promotion;конкурентный анализ;Формирование продуктовой линейки;Анализ поведения пользователей
"Обязанности:  проектирование сетевой инфраструктуры; эксплуатация текущей сети передачи данных; работа с клиентами в Таск Менеджере (задачи по подключению клиентов); тестирование оборудования новых вендоров и сервисов по направлению сетей передачи данных; участие в сложных технических проектах; участие в техническом pre-sale в рамках существующих и проектируемых услуг компании; дежурства (дежурный по ПД), обработка сложных аварийных заявок.  Требования:    Знания на уровне CCNP (как минимум). Сертификат не обязателен, но приветствуется. Знание протоколов MPLS, BGP, OSPF, EVPN, MCLAG. Практический опыт работы с оборудованием Cisco (ASR1k, C6500, ME3800X) , Dlink, Микротик. Базовые знания Linux.  Условия:   Оклад: 80 т.р. Премия: от 20 до-50 т.р. • оформление согласно ТК РФ• пятидневная рабочая неделя• оплата мобильной связи• частичная оплата Фитнес абонементов • дружный и позитивный коллектив (наш корпоративный инстаграм @_unitel) Работе в офисе: СПб, ул.Кантемировская, 4 (м. Лесная, Чёрная речка, Петроградская)    ",MPLS;BGP;Маршрутизация статическая;Маршрутизация динамическая;Сетевые технологии;OSPF;Связь;L2 VPN;L3 VPN;VPN;Cisco
"Обязанности:  Разработка отчетности КИБ на Oracle SQL; Сбор требований на разработку отчетности; Тестирование отчетности, витрин данных, разработанных профильными подразделениями, Финансовым Департаментом/ИТ.  Требования:  Высшее образование; Опыт работы в банковской сфере или ИТ-компании является преимуществом; Профессиональные требования - Excel на хорошем уровне, знание SQL желательно; Системное мышление, математический склад ума, аналитические способности и умение анализировать большие массивы данных на SQL; Опыт работы в Корпоративном и инвестиционном бизнесе или в Среднем Бизнесе Банка - как преимущество.  Мы предлагаем Вам:  Стать частью крупного, динамично развивающегося банка; Работу в команде единомышленников, неравнодушных к передовым технологиям и практикам; Неограниченные возможности для совершенствования Ваших навыков и знаний, обучаясь у лучших и решая сверхамбициозные задачи; Позитивную рабочую атмосферу, дружный коллектив; Удобное расположение офисов; Достойную и конкурентную заработную плату, квартальные и годовые премии, размер которых зависит от результатов Вашей работы; Разнообразный социальный пакет: ДМС, страхование жизни, страхование для выезжающих за границу, льготные условия приобретения банковских продуктов, скидки в фитнес-клубах и в компаниях-партнерах. ",SQL;MS PowerPoint;Деловая коммуникация;MS SQL;Power BI;MS Excel;Финансовая отчетность;Аналитическое мышление;Математический анализ
"Обязанности: Техническая поддержка пользователей по телефону и электронной почте; Возможны выезды к клиентам (по Москве); Регистрация заявок и их маршрутизация; Решение заявок в рамках своей компетенции; Ведение и актуализация базы знаний. Требования: Техническое образование; Знания линейки Windows и основных офисных приложений; Опыт работы с сетевыми протоколами, с Active Directory, GPO; Грамотная устная и письменная речь. Условия: Работа в офисе ул. Рабочая, д.93 стр.2 (недалеко от станции метро Римская и Площадь Ильича); График 5/2 c 08:00 до 17:00/ с 09:00 до 18:00/ с 10:00 до 19:00, выходные суббота, воскресенье; fix обсуждается с каждым кандидатом индивидуально; Премии по результатам квартала (при выполнении kpi); Оплачиваемый отпуск и больничный.",Грамотная речь;Техническая поддержка;Ремонт ПК;Настройка ПК;Настройка сетевых подключений;Windows;MS Office;TCP/IP;Active Directory
"Приходящий системный администратор/инженер (IT-аутсорсинг) Требуются специалисты IT на официальную подработку/дополнительный доход в свободное от основной работы время в дочернее предприятие Совкомбанка компанию Maykor. Оплата сдельная 2 раза в месяц. Если Вы отлично разбираетесь в компьютерах, то мы Вас ждём! Кассам и видеонаблюдению обучим. Присылайте резюме! Задачи:  ремонт компьютерной техники и кассовой аппаратуры; установка и настройка OC Windows, а также офисных приложений; установка и настройка различного рода ПО; подключение и настройка периферийного оборудования, включая торговое (ККТ, сканеры ШК, принтеры, весовое оборудование); сборка и размещение комплектов оборудования на точках заказчика; работа на высоком техническом уровне с ПК; выполнение в срок поставленных задач.  Hard &amp; soft skills, которые будут нам полезны и интересны:  опыт работы по настройке и ремонту ПК (желательно уровень системного администратора), а также периферийного оборудования; опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули); опыт настройки ПК из готовых образов; опыт работы с системами видеонаблюдения; оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность; действующий статус самозанятого или готовность его оформить​.  Предлагаем:  Обучение по работе с кассами и видеонаблюдению Сотрудничество с крупной, динамично развивающейся компанией Гибкий график, частичная занятость, возможно совмещение Официальный дополнительный доход/подработка через заключение договора (с ИП или с самозанятыми) Вы решаете берете заявку или нет, график себе составляете сами Сдельная достойная оплата  Откликайтесь на вакансию! Вначале всем пришлю письменную информацию о сотрудничестве на почту. Если Вас подработка заинтересует, свяжусь с Вами лично!",Настройка ПК;Сборка ПК;Настройка сетевых подключений;Ремонт компьютеров;Техническое обслуживание;Офисная техника;Информационные технологии;Администрирование;Ремонт ПК;Диагностика ПК
"В торгово - производственную компанию ООО &quot;Таурус&quot; требуется &quot;Системный администратор&quot; Обязанности:  техническая поддержка рабочих мест под управлением Windows 7; 8; 10; Windows Server 2008R2; 2012; 2016; 2019; диагностика и устранение неисправностей компьютерной и оргтехники; поддержка системы телефонии на базе Asteris; обслуживание систем резервного копирования, контроль выполнения скриптов на bash; Модернизация текущей инфраструктуры предприятия, готовность проявить творческую деятельность; поддержка существующих ИТ сервисов компании, мониторинг их производительности, обновление и решение возникающий проблем; работа с гипервизорами Proxmox и Esxi; обслуживание сервера 1С; администрирование программного комплекса pfSense; обслуживание веб-сервера Apache; сопровождение CRM (Bitrix24); настройка принтеров\ мфу.  Требования:  высшее образование; знание Linux (Ubuntu, Debian, CentOS) на уровне администрирования; опыт работы с оборудованием Mikrotik; умение работать с командной строкой Windows\Linux; понимание сетевых служб: Active Directory, LDAP, DNS, DHCP; понимание технологии VPN\опыт настройки VPN; Kaspersky Security Center; Модель OSI, стек протоколов TCP, основные принципы работы сетей передачи данных; MySQL на уровне администрирования; умение писать SQL-запросы; знание систем виртуализации; RAID массивы, в чем их отличие; знание IP-телефонии, CRM (Битрикс24) приветствуется.  Условия:  пятидневная рабочая неделя пн-пт с 8:30 до 18:00; официальное трудоустройство, соц.пакет; З.П. по результатам собеседования обговаривается индивидуально . ",TCP/IP;Linux;Администрирование серверов Linux;Active Directory;Bash;Администрирование серверов Windows;Mikrotik;Windows 7
